ageDifference,weightDifference,heightDifference,ref,round,weightClass,method
6,0,1,Yves Lavigne,5,Middleweight,Decision
1,0,1,Dan Miragliotta,3,Lightweight,Decision
12,0,1,Mario Yamasaki,1,Light Heavyweight,TKO
3,20,0,Dan Miragliotta,1,Light Heavyweight,Submission
1,6,0,Yves Lavigne,2,Heavyweight,TKO
5,20,0,Mario Yamasaki,3,Light Heavyweight,Decision
5,0,2,Philippe Chartier,3,Middleweight,Decision
3,0,2,Mario Yamasaki,1,Middleweight,TKO
1,13,2,Philippe Chartier,3,Light Heavyweight,Decision
2,15,1,Dan Miragliotta,1,Lightweight,Submission
8,14,1,Philippe Chartier,3,Lightweight,Decision
4,0,0,Yves Lavigne,3,Light Heavyweight,Decision
1,20,2,Mario Yamasaki,2,Middleweight,KO
1,0,3,Steve Mazzagatti,3,Welterweight,Decision
4,0,1,Yves Lavigne,1,Middleweight,TKO
4,20,0,Yves Lavigne,3,Light Heavyweight,Decision
8,10,0,Herb Dean,3,Featherweight,Decision
2,0,2,Mario Yamasaki,1,Welterweight,Submission
4,27,5,Steve Mazzagatti,1,Heavyweight,Submission
2,25,1,Yves Lavigne,1,Welterweight,TKO
0,20,1,Herb Dean,1,Light Heavyweight,KO
,13,1,Steve Mazzagatti,1,Lightweight,Submission
,24,7,Herb Dean,3,Bantamweight,Decision
2,0,3,Mario Yamasaki,3,Middleweight,Decision
7,7,3,Dan Miragliotta,3,Heavyweight,Decision
1,8,0,Dan Miragliotta,1,Heavyweight,TKO
4,0,2,Leon Roberts,2,Welterweight,TKO
1,10,0,Mario Yamasaki,3,Lightweight,Decision
9,0,4,Marc Goddard,3,Welterweight,Decision
3,0,2,Leon Roberts,2,Lightweight,Submission
,10,3,Marc Goddard,1,Featherweight,Submission
8,14,0,Leon Roberts,3,Lightweight,Decision
3,24,6,Mario Yamasaki,3,Welterweight,Decision
8,18,12,Dan Miragliotta,2,Heavyweight,Submission
3,0,4,N/A,3,Welterweight,Decision
0,10,3,Josh Rosenthal,3,Lightweight,Decision
4,0,1,Steve Mazzagatti,1,Welterweight,Submission
6,0,1,Herb Dean,3,Welterweight,Decision
3,0,3,Herb Dean,3,Lightweight,Decision
3,0,5,Steve Mazzagatti,3,Lightweight,Decision
0,0,1,Josh Rosenthal,3,Lightweight,Decision
7,1,0,Kim Winslow,3,Welterweight,Decision
3,19,1,Herb Dean,1,Middleweight,TKO
0,0,2,Kim Winslow,1,Welterweight,Submission
7,13,1,Josh Rosenthal,1,Welterweight,Submission
3,13,1,Yves Lavigne,3,Middleweight,Decision
2,2,0,Herb Dean,2,Heavyweight,TKO
2,0,0,Steve Mazzagatti,5,Welterweight,Decision
9,0,1,Mario Yamasaki,2,Middleweight,KO
9,15,4,Mario Yamasaki,3,Welterweight,Decision
13,0,2,Herb Dean,3,Light Heavyweight,Decision
3,0,0,Steve Mazzagatti,3,Lightweight,Decision
3,0,1,Yves Lavigne,2,Light Heavyweight,Submission
3,15,3,Mario Yamasaki,3,Welterweight,Decision
0,20,2,Yves Lavigne,1,Light Heavyweight,TKO
0,0,2,Herb Dean,1,Featherweight,Submission
4,15,3,N/A,3,Lightweight,Decision
3,1,9,Mario Yamasaki,3,Welterweight,Decision
0,0,0,Marc Goddard,3,Middleweight,Decision
1,15,0,N/A,3,Welterweight,Decision
4,20,3,Marc Goddard,2,Lightweight,Submission
1,16,4,Keith Peterson,3,Welterweight,TKO
2,0,1,Dan Miragliotta,4,Featherweight,Submission
4,20,1,Kevin Mulhall,1,Middleweight,KO
4,9,0,Kevin Mulhall,3,Lightweight,Decision
3,0,2,Dan Miragliotta,1,Welterweight,TKO
6,15,7,N/A,3,Welterweight,Decision
13,37,2,Mario Yamasaki,3,Heavyweight,Decision
7,23,1,Herb Dean,1,Heavyweight,TKO
2,20,2,Yves Lavigne,3,Light Heavyweight,TKO
2,15,0,Dave Hagen,1,Middleweight,KO
0,0,1,Herb Dean,3,Light Heavyweight,Decision
6,35,2,Yves Lavigne,2,Welterweight,TKO
4,2,0,Dave Hagan,1,Heavyweight,TKO
0,21,1,Herb Dean,3,Heavyweight,Decision
2,23,1,Mario Yamasaki,1,Heavyweight,KO
3,12,0,Yves Lavigne,3,Middleweight,Decision
8,15,0,Shawn Gregory,3,Lightweight,Decision
2,0,3,Herb Dean,2,Lightweight,Submission
4,0,1,Dan Miragliotta,3,Lightweight,Decision
1,0,4,Leon Roberts,3,Welterweight,Decision
5,0,3,Herb Dean,3,Middleweight,Decision
6,0,1,Kevin Nix,3,Middleweight,Decision
2,15,0,Dan Miragliotta,3,Welterweight,Submission
2,0,0,Leon Roberts,3,Middleweight,Decision
3,10,2,Kevin Nix,1,Featherweight,TKO
3,0,3,Tom Jones,3,Welterweight,Decision
4,11,5,Gary Ritter,1,Middleweight,TKO
3,0,1,Yves Lavigne,1,Middleweight,TKO
10,12,2,Dan Miragliotta,3,Heavyweight,Submission
1,1,3,Yves Lavigne,1,Welterweight,TKO
5,11,2,Leon Roberts,1,Welterweight,TKO
10,0,0,Dan Miragliotta,2,Lightweight,TKO
2,10,4,Yves Lavigne,1,Lightweight,TKO
4,0,1,Leon Roberts,2,Middleweight,Submission
1,0,3,Don Turnage,2,Lightweight,TKO
2,10,0,Kerry Hatley,3,Featherweight,Decision
0,15,0,Dan Miragliotta,2,Welterweight,Submission
5,0,4,Don Turnage,3,Light Heavyweight,Decision
8,0,1,Leon Roberts,3,Light Heavyweight,Decision
3,20,1,Kerry Hatley,3,Lightweight,Decision
3,20,0,Herb Dean,5,Middleweight,Decision
1,22,3,Steve Mazzagatti,2,Heavyweight,TKO
0,15,1,Josh Rosenthal,3,Lightweight,Decision
6,0,0,Herb Dean,2,Lightweight,Submission
10,50,3,Steve Mazzagatti,1,Light Heavyweight,TKO
6,20,1,Josh Rosenthal,3,Light Heavyweight,Decision
3,3,5,Josh Rosenthal,2,Heavyweight,TKO
4,20,1,Steve Mazzagatti,3,Light Heavyweight,Decision
9,15,3,Jason Herzog,3,Middleweight,TKO
0,0,1,Jason Herzog,3,Light Heavyweight,Decision
,1,9,Jason Herzog,1,Heavyweight,Submission
14,2,1,Marc Goddard,3,Light Heavyweight,Decision
3,0,1,Kevin Mulhall,3,Welterweight,Decision
2,0,3,Dan Miragliotta,2,Middleweight,TKO
3,0,1,Leon Roberts,3,Welterweight,TKO
4,0,1,Marc Goddard,2,Lightweight,TKO
8,15,2,Kevin Mulhall,3,Welterweight,Decision
5,10,3,Dan Miragliotta,2,Lightweight,Submission
2,0,0,Marc Goddard,3,Welterweight,TKO
5,24,2,Dan Miragliotta,2,Featherweight,TKO
5,0,1,Kevin Mulhall,1,Light Heavyweight,KO
0,10,4,Leon Roberts,1,Lightweight,KO
4,0,1,Josh Rosenthal,3,Light Heavyweight,Decision
7,35,4,Mario Yamasaki,2,Welterweight,Submission
1,0,2,Steve Mazzagatti,3,Welterweight,Decision
5,0,0,Steve Mazzagatti,1,Light Heavyweight,TKO
4,0,2,Yves Lavigne,3,Welterweight,Decision
10,0,7,Josh Rosenthal,1,Welterweight,KO
0,20,5,Mario Yamasaki,1,Middleweight,Submission
7,15,1,Yves Lavigne,2,Lightweight,Submission
3,10,2,Mario Yamasaki,3,Featherweight,Draw
3,3,0,Yves Lavigne,2,Lightweight,Submission
7,11,4,Herb Dean,1,Heavyweight,KO
11,0,2,Steve Mazzagatti,1,Light Heavyweight,DQ
2,22,2,Josh Rosenthal,3,Heavyweight,Decision
0,25,1,Herb Dean,2,Featherweight,Submission
5,10,3,Steve Mazzagatti,2,Heavyweight,KO
5,51,2,Josh Rosenthal,3,Light Heavyweight,TKO
7,43,3,Herb Dean,3,Heavyweight,Decision
1,20,4,Steve Mazzagatti,3,Middleweight,Decision
8,10,2,Josh Rosenthal,3,Welterweight,KO
2,1,1,Herb Dean,1,Lightweight,Submission
3,10,1,Herb Dean,5,Featherweight,TKO
4,28,1,Herb Dean,1,Heavyweight,TKO
2,13,4,Mario Yamasaki,3,Middleweight,Decision
5,0,3,Mario Yamasaki,2,Featherweight,Submission
14,60,9,Dan Miragliotta,3,Heavyweight,Decision
6,34,0,Herb Dean,1,Middleweight,TKO
1,9,1,Mario Yamasaki,3,Lightweight,Decision
3,0,1,N/A,3,Welterweight,Decision
7,15,6,Greg Franklin,2,Welterweight,Submission
2,0,2,Herb Dean,1,Welterweight,Submission
4,15,2,Greg Franklin,1,Lightweight,TKO
3,3,2,Yves Lavigne,3,Light Heavyweight,Decision
3,16,4,Herb Dean,1,Welterweight,KO
0,0,0,Steve Mazzagatti,3,Lightweight,Decision
5,15,2,Mario Yamasaki,1,Lightweight,Submission
8,33,2,Herb Dean,1,Heavyweight,TKO
2,0,3,Yves Lavigne,1,Welterweight,Submission
4,25,3,Steve Mazzagatti,1,Featherweight,Submission
1,10,2,Mario Yamasaki,1,Middleweight,Submission
10,0,4,Yves Lavigne,2,Welterweight,TKO
3,10,1,Herb Dean,3,Lightweight,Decision
6,0,4,Mario Yamasaki,3,Lightweight,Decision
5,0,1,Dan Miragliotta,3,Lightweight,Submission
9,35,0,Kevin Mulhall,3,Welterweight,Decision
3,1,1,Mario Yamasaki,3,Welterweight,Decision
1,0,3,Dan Miragliotta,3,Middleweight,Decision
2,0,1,Kevin Mulhall,3,Welterweight,Decision
0,0,1,Mario Yamasaki,3,Featherweight,Draw
15,15,1,Dan Miragliotta,1,Welterweight,Submission
2,15,1,N/A,3,Lightweight,Decision
6,15,2,N/A,3,Welterweight,TKO
3,11,2,N/A,3,Middleweight,Decision
1,2,0,Steve Mazzagatti,2,Light Heavyweight,Submission
2,20,1,Josh Rosenthal,3,Light Heavyweight,Decision
2,0,2,Herb Dean,2,Welterweight,TKO
4,15,1,Steve Mazzagatti,3,Welterweight,Decision
2,11,2,Josh Rosenthal,1,Welterweight,TKO
3,0,3,Herb Dean,3,Lightweight,Decision
3,0,1,Josh Rosenthal,3,Lightweight,Decision
3,10,1,Herb Dean,3,Bantamweight,Decision
4,20,1,Steve Mazzagatti,3,Light Heavyweight,Decision
8,4,2,Josh Rosenthal,3,Heavyweight,Decision
3,64,3,Herb Dean,2,Middleweight,TKO
6,1,2,Herb Dean,1,Heavyweight,KO
3,0,4,Josh Rosenthal,3,Middleweight,Decision
5,0,3,Herb Dean,3,Lightweight,Decision
8,20,0,Josh Rosenthal,3,Light Heavyweight,KO
2,22,1,Herb Dean,2,Heavyweight,TKO
0,0,2,John Sharp,3,Light Heavyweight,TKO
10,15,1,Steve Perceval,1,Welterweight,Submission
1,20,1,John Sharp,3,Middleweight,Decision
2,20,1,Steve Perceval,3,Middleweight,TKO
10,0,2,Herb Dean,1,Light Heavyweight,TKO
5,19,2,Josh Rosenthal,1,Heavyweight,TKO
1,29,1,Herb Dean,3,Heavyweight,Submission
3,20,,Josh Rosenthal,1,Middleweight,TKO
0,0,3,Herb Dean,2,Featherweight,Submission
9,0,2,Adam Martinez,3,Light Heavyweight,Decision
6,25,0,Tim Mills,1,Featherweight,TKO
3,1,3,Tom Johnson,1,Welterweight,KO
,26,1,Adam Martinez,1,Heavyweight,TKO
,0,4,Tim Mills,3,Welterweight,Decision
2,20,4,Tom Johnson,3,Light Heavyweight,Decision
1,0,2,Kevin Mulhall,5,Welterweight,Decision
4,8,1,Dan Miragliotta,1,Heavyweight,KO
1,0,1,Yves Lavigne,2,Lightweight,Submission
5,13,3,Dan Miragliotta,3,Middleweight,Decision
2,0,1,Yves Lavigne,3,Lightweight,Decision
3,22,0,Keith Peterson,1,Lightweight,TKO
5,0,1,Dan Miragliotta,2,Welterweight,Submission
2,15,5,Kevin Mulhall,1,Welterweight,Submission
1,0,6,Kevin Mulhall,3,Light Heavyweight,Decision
0,0,2,Keith Peterson,3,Welterweight,DQ
2,10,2,Mario Yamasaki,3,Featherweight,Submission
12,16,12,Dan Miragliotta,1,Heavyweight,TKO
0,0,1,Mario Yamasaki,2,Middleweight,TKO
5,10,1,Dan Miragliotta,3,Lightweight,Decision
1,0,3,Dale Frye,3,Lightweight,Decision
6,15,1,Bill Clancy,3,Welterweight,Decision
3,10,2,Dale Frye,3,Featherweight,Decision
8,10,3,Bill Clancy,1,Lightweight,TKO
8,0,0,Dale Frye,2,Middleweight,TKO
1,15,4,Bill Clancy,1,Welterweight,TKO
0,0,1,Dale Frye,3,Lightweight,Decision
2,15,2,Dan Miragliotta,5,Middleweight,Decision
3,0,3,Herb Dean,5,Featherweight,Decision
6,1,1,Herb Dean,3,Welterweight,TKO
2,0,4,Marc Goddard,2,Lightweight,Submission
4,0,6,Marc Goddard,2,Middleweight,TKO
3,0,2,Dan Miragliotta,1,Light Heavyweight,Submission
0,0,3,Marc Goddard,3,Welterweight,Decision
5,1,2,Dan Miragliotta,3,Welterweight,TKO
3,1,2,Herb Dean,2,Welterweight,Submission
7,13,2,N/A,3,Heavyweight,Decision
3,20,0,Yves Lavigne,1,Light Heavyweight,KO
6,1,1,Dan Miragliotta,3,Welterweight,Decision
2,10,0,Mario Yamasaki,3,Featherweight,Decision
4,30,1,Dan Miragliotta,2,Heavyweight,TKO
4,15,3,Mario Yamasaki,2,Middleweight,Submission
6,19,0,Yves Lavigne,2,Middleweight,Submission
6,1,4,Phillipe Chatrier,2,Welterweight,TKO
1,15,1,Marc-Andre Cote,3,Welterweight,Decision
2,79,3,Mario Yamasaki,3,Middleweight,Decision
0,0,1,Phillipe Chatrier,3,Lightweight,Decision
10,0,1,Dan Miragliotta,1,Middleweight,TKO
1,1,2,Herb Dean,3,Light Heavyweight,Decision
2,0,1,Steve Mazzagatti,3,Middleweight,Decision
9,15,2,Josh Rosenthal,3,Heavyweight,KO
1,0,3,Yves Lavigne,3,Light Heavyweight,Decision
6,15,4,Herb Dean,3,Welterweight,Decision
1,0,2,Steve Mazzagatti,3,Welterweight,Decision
2,15,1,Josh Rosenthal,3,Lightweight,Decision
3,5,2,Yves Lavigne,1,Lightweight,KO
8,0,4,Herb Dean,1,Light Heavyweight,TKO
3,1,1,Steve Mazzagatti,3,Lightweight,Decision
7,9,4,Josh Rosenthal,1,Middleweight,Submission
5,20,1,Herb Dean,1,Middleweight,KO
5,10,3,Yves Lavigne,3,Heavyweight,Submission
1,0,1,Herb Dean,3,Welterweight,Decision
5,57,2,Yves Lavigne,3,Heavyweight,Decision
5,0,2,Kevin Dornan,3,Welterweight,TKO
3,0,4,Herb Dean,3,Lightweight,Decision
3,0,2,Yves Lavigne,1,Lightweight,TKO
1,7,3,Tony Williamson,2,Middleweight,TKO
9,1,1,Kevin Dornan,3,Welterweight,Decision
0,0,0,Tony Williamson,2,Welterweight,Submission
7,0,4,Kevin Dornan,3,Welterweight,TKO
3,0,1,Steve Mazzagatti,2,Welterweight,Submission
1,20,0,Herb Dean,3,Light Heavyweight,Decision
6,15,1,Josh Rosenthal,2,Middleweight,TKO
3,10,0,Kim Winslow,3,Featherweight,Decision
6,0,4,Steve Mazzagatti,2,Welterweight,TKO
6,24,3,Josh Rosenthal,3,Featherweight,Decision
6,15,4,Herb Dean,3,Middleweight,Decision
0,15,1,Kim Winslow,2,Welterweight,TKO
3,19,0,Josh Rosenthal,3,Middleweight,Decision
2,30,3,Kim Winslow,1,Heavyweight,TKO
2,10,1,Josh Rosenthal,2,Heavyweight,Submission
5,15,1,Herb Dean,3,Middleweight,Submission
7,0,1,Steve Mazzagatti,2,Welterweight,Submission
0,0,2,Mario Yamasaki,2,Light Heavyweight,TKO
2,0,2,Josh Rosenthal,3,Lightweight,Decision
8,22,2,Herb Dean,1,Heavyweight,TKO
1,0,0,Steve Mazzagatti,2,Light Heavyweight,Submission
2,20,3,Mario Yamasaki,3,Middleweight,Decision
2,15,2,Herb Dean,3,Welterweight,KO
5,15,1,Steve Mazzagatti,3,Welterweight,Decision
5,17,0,Mario Yamasaki,3,Heavyweight,Decision
16,0,3,Herb Dean,1,Light Heavyweight,TKO
3,0,2,John McCarthy,3,Middleweight,Decision
2,1,2,Herb Dean,3,Welterweight,TKO
6,0,2,Jason Herzog,1,Lightweight,KO
4,1,0,John McCarthy,3,Welterweight,Decision
4,0,1,Jason Herzog,2,Welterweight,TKO
1,0,,Herb Dean,1,Light Heavyweight,Submission
2,0,1,John McCarthy,3,Middleweight,Submission
5,0,1,Herb Dean,1,Featherweight,Submission
0,16,5,Jason Herzog,3,Welterweight,Decision
2,20,1,Josh Rosenthal,5,Middleweight,Submission
5,13,2,Herb Dean,3,Middleweight,Decision
3,10,2,Herb Dean,3,Featherweight,Submission
3,0,2,Josh Rosenthal,1,Welterweight,TKO
8,10,4,Marcos Rosales,3,Heavyweight,Decision
2,15,3,Josh Rosenthal,2,Welterweight,TKO
3,0,5,Herb Dean,3,Light Heavyweight,Decision
2,15,1,Josh Rosenthal,2,Welterweight,TKO
5,20,0,Marcos Rosales,3,Light Heavyweight,Decision
2,4,6,Herb Dean,2,Heavyweight,KO
8,11,6,Marcos Rosales,3,Middleweight,Decision
3,0,3,Herb Dean,5,Featherweight,Decision
5,34,3,Mario Yamasaki,1,Light Heavyweight,Submission
1,15,3,Herb Dean,3,Welterweight,Decision
3,10,2,Mario Yamasaki,3,Lightweight,Decision
12,15,4,Yves Lavigne,3,Lightweight,TKO
7,0,1,Herb Dean,1,Lightweight,Submission
3,10,3,Josh Rosenthal,3,Featherweight,Decision
4,0,0,Mario Yamasaki,2,Middleweight,Submission
2,0,2,Yves Lavigne,3,Welterweight,Decision
1,31,4,Josh Rosenthal,3,Welterweight,Submission
1,15,4,Herb Dean,1,Middleweight,TKO
3,10,2,Kerry Hatley,3,Featherweight,Submission
0,0,2,Jon Schorle,3,Lightweight,Decision
0,10,5,Herb Dean,2,Featherweight,Submission
3,10,1,Kerry Hatley,3,Lightweight,Decision
0,0,1,Jon Schorle,3,Light Heavyweight,Decision
1,0,0,Herb Dean,3,Middleweight,Decision
5,15,2,Kerry Hatley,3,Welterweight,Decision
9,15,1,Jon Schorle,3,Welterweight,Decision
9,30,1,Herb Dean,1,Lightweight,TKO
5,35,1,Herb Dean,3,Heavyweight,KO
7,0,0,Josh Rosenthal,3,Light Heavyweight,Decision
0,0,5,Herb Dean,3,Welterweight,Decision
8,0,4,Rob Hinds,3,Lightweight,Decision
3,10,0,Josh Rosenthal,3,Lightweight,Decision
6,1,2,Jeff Malott,1,Middleweight,Submission
3,70,2,Herb Dean,3,Heavyweight,Decision
2,10,5,Rob Hinds,1,Featherweight,Submission
4,5,4,Herb Dean,3,Welterweight,Decision
,15,2,Jeff Malott,3,Lightweight,Decision
2,50,9,Josh Rosenthal,1,Super Heavyweight,Submission
4,15,4,Marc Goddard,3,Middleweight,Decision
2,0,1,Dan Miragliotta,1,Welterweight,KO
12,0,1,Leon Roberts,3,Welterweight,Decision
7,2,3,Marc Goddard,3,Heavyweight,Draw
2,0,3,Dan Miragliotta,3,Welterweight,Decision
14,0,2,Leon Roberts,2,Light Heavyweight,Submission
0,21,5,Marc Goddard,3,Heavyweight,Submission
3,14,1,Dan Miragliotta,1,Lightweight,Submission
,0,5,Leon Roberts,3,Lightweight,Decision
0,1,3,Marc Goddard,3,Light Heavyweight,TKO
7,5,1,Herb Dean,3,Welterweight,Submission
3,35,1,John McCarthy,3,Light Heavyweight,Decision
6,15,2,Jason Herzog,1,Welterweight,Submission
5,0,3,Herb Dean,3,Lightweight,Decision
2,0,4,Jason Herzog,3,Middleweight,Decision
4,16,2,John McCarthy,1,Heavyweight,TKO
5,23,2,Herb Dean,1,Heavyweight,TKO
3,0,0,John McCarthy,3,Welterweight,Decision
0,15,1,Jason Herzog,3,Lightweight,Decision
1,0,0,John McCarthy,3,Light Heavyweight,Decision
4,20,2,Jason Herzog,3,Heavyweight,Decision
2,0,2,Leon Roberts,3,Middleweight,Decision
2,10,4,Kevin Mulhall,1,Featherweight,Submission
7,1,1,Leon Roberts,3,Welterweight,Decision
7,0,2,Marc Goddard,3,Light Heavyweight,Decision
6,0,3,Marc Goddard,3,Welterweight,Decision
8,1,6,Kevin Mulhall,1,Light Heavyweight,TKO
,0,4,Leon Roberts,3,Welterweight,Decision
1,0,3,Kevin Mulhall,2,Welterweight,Submission
6,0,0,Leon Roberts,1,Light Heavyweight,TKO
0,0,2,Marc Goddard,1,Welterweight,Submission
0,21,0,Herb Dean,3,Light Heavyweight,Decision
5,25,0,Dan Miragliotta,1,Featherweight,KO
2,15,0,Dan Miragliotta,3,Middleweight,Decision
3,0,3,Herb Dean,2,Light Heavyweight,Submission
7,0,1,Marc Fennel,2,Lightweight,Submission
3,15,2,Herb Dean,2,Lightweight,Submission
4,15,0,Marc Fennel,3,Middleweight,Decision
7,12,1,Dan Miragliotta,1,Middleweight,TKO
7,10,3,Marc Fennel,3,Lightweight,TKO
3,14,5,Dan Miragliotta,2,Welterweight,TKO
0,10,2,Herb Dean,3,Featherweight,Decision
1,20,2,Steve Mazzagatti,3,Bantamweight,Decision
2,0,3,Steve Mazzagatti,3,Light Heavyweight,Decision
5,15,6,Josh Rosenthal,3,Welterweight,Decision
1,0,1,Steve Mazzagatti,3,Welterweight,Decision
4,4,3,Herb Dean,3,Featherweight,Decision
,0,2,Chris Tognoni,1,Welterweight,Submission
,10,1,Josh Rosenthal,3,Bantamweight,Decision
5,1,,Herb Dean,3,Lightweight,Decision
1,10,2,Chris Tognoni,3,Bantamweight,Submission
4,0,3,Steve Mazzagatti,1,Featherweight,KO
4,15,3,Josh Rosenthal,3,Middleweight,Decision
4,0,0,Herb Dean,5,Welterweight,Decision
12,47,5,Yves Lavigne,1,Heavyweight,TKO
6,10,3,Dan Miragliotta,1,Lightweight,Submission
2,0,1,Dan Miragliotta,1,Lightweight,KO
0,1,3,Yves Lavigne,3,Welterweight,Decision
4,1,1,Marc-Andre Cote,3,Middleweight,Decision
5,0,4,Philippe Chartier,1,Lightweight,Submission
2,0,0,Dan Miragliotta,3,Middleweight,Draw
10,0,0,Yves Lavigne,3,Welterweight,Decision
8,15,1,Philippe Chartier,3,Welterweight,Decision
1,0,4,Herb Dean,3,Lightweight,Decision
2,10,2,Yves Lavigne,5,Featherweight,Draw
0,0,2,Josh Rosenthal,1,Middleweight,TKO
5,3,1,Steve Mazzagatti,3,Heavyweight,NC
4,15,1,Yves Lavigne,3,Welterweight,Decision
3,10,1,Josh Rosenthal,2,Featherweight,Submission
13,25,1,Kim Winslow,3,Featherweight,KO
1,9,2,Steve Mazzagatti,3,Lightweight,Decision
11,15,2,Josh Rosenthal,1,Middleweight,KO
7,0,0,Yves Lavigne,3,Featherweight,Decision
6,0,1,Kim Winslow,1,Welterweight,Submission
10,15,1,Steve Mazzagatti,3,Welterweight,Decision
2,0,1,Mario Yamasaki,1,Lightweight,TKO
5,9,1,Dan Miragliotta,1,Heavyweight,TKO
1,10,5,Don Turnage,1,Featherweight,TKO
2,52,2,Mario Yamasaki,3,Heavyweight,Decision
1,10,3,Dan Miragliotta,3,Lightweight,Decision
11,15,2,Jon Schorle,2,Lightweight,TKO
8,15,0,Don Turnage,1,Welterweight,Submission
9,10,0,Mario Yamasaki,3,Bantamweight,Decision
7,5,1,Dan Miragliotta,3,Welterweight,Decision
2,46,2,Jon Schorle,3,Lightweight,Decision
5,0,6,Don Turnage,3,Flyweight,Decision
2,0,2,Mario Yamasaki,1,Middleweight,KO
5,20,2,Steve Mazzagatti,3,Light Heavyweight,Decision
4,0,2,Herb Dean,2,Light Heavyweight,Submission
4,0,1,Kim Winslow,3,Welterweight,Decision
2,20,6,Mario Yamasaki,3,Featherweight,Decision
1,14,2,Steve Mazzagatti,2,Lightweight,Submission
10,0,0,Herb Dean,3,Featherweight,Decision
9,10,1,Mario Yamasaki,3,Flyweight,Decision
2,0,2,Kim Winslow,2,Lightweight,KO
4,0,4,Steve Mazzagatti,1,Light Heavyweight,TKO
4,0,2,Herb Dean,2,Welterweight,TKO
0,38,3,Herb Dean,3,Middleweight,Draw
7,0,1,Marc Goddard,2,Middleweight,TKO
2,10,3,Leon Roberts,3,Featherweight,Decision
6,0,1,Steve Perceval,3,Welterweight,Decision
6,15,2,John Sharp,1,Welterweight,Submission
8,0,1,Herb Dean,3,Lightweight,Decision
6,20,3,Marc Goddard,1,Light Heavyweight,Submission
2,0,0,Leon Roberts,3,Middleweight,Decision
,0,3,John Sharp,1,Light Heavyweight,Submission
9,10,3,Steve Perceval,1,Featherweight,Submission
1,2,4,John Sharp,2,Heavyweight,KO
,0,0,N/A,3,Lightweight,Decision
1,15,2,Herb Dean,3,Lightweight,Decision
5,0,2,Mario Yamasaki,1,Middleweight,KO
3,0,1,Gary Copeland,3,Middleweight,Decision
2,10,1,Chris Kinman,1,Bantamweight,TKO
13,20,4,Herb Dean,3,Light Heavyweight,Decision
3,0,2,Gary Copeland,3,Lightweight,Decision
5,10,3,Mario Yamasaki,2,Lightweight,KO
0,1,0,Herb Dean,3,Bantamweight,Decision
3,15,1,Gary Copeland,2,Middleweight,TKO
1,15,5,Mario Yamasaki,2,Welterweight,Submission
3,20,1,Chris Kinman,1,Light Heavyweight,TKO
6,0,3,Herb Dean,3,Light Heavyweight,TKO
5,0,1,Keith Peterson,3,Bantamweight,Decision
6,0,0,Kevin Mulhall,3,Lightweight,TKO
2,0,1,Dan Miragliotta,3,Middleweight,Decision
9,11,2,Herb Dean,3,Heavyweight,KO
1,0,1,Dan Miragliotta,1,Light Heavyweight,TKO
6,0,1,Keith Peterson,3,Lightweight,Decision
1,0,2,Kevin MacDonald,3,Welterweight,Decision
4,0,2,Herb Dean,3,Lightweight,Decision
1,10,4,Kevin Mulhall,3,Flyweight,Decision
2,12,1,Kevin MacDonald,3,Middleweight,Decision
6,10,5,Kevin Mulhall,1,Featherweight,KO
8,0,0,Herb Dean,3,Light Heavyweight,Decision
2,35,2,Josh Rosenthal,3,Light Heavyweight,Decision
2,0,1,Mario Yamasaki,2,Welterweight,Submission
8,0,0,Dan Miragliotta,2,Featherweight,Submission
4,34,1,Anthony Hamlett,2,Heavyweight,TKO
8,10,0,Mario Yamasaki,1,Featherweight,Submission
6,0,2,Herb Dean,3,Welterweight,Decision
7,1,1,Josh Rosenthal,3,Bantamweight,Decision
10,51,1,Anthony Hamlett,2,Heavyweight,TKO
5,0,2,Mario Yamasaki,1,Welterweight,TKO
4,15,3,Dan Miragliotta,3,Welterweight,Decision
4,15,1,Anthony Hamlett,3,Featherweight,Submission
2,0,2,Herb Dean,5,Welterweight,Decision
4,0,1,John McCarthy,5,Featherweight,Decision
15,18,0,Yves Lavigne,2,Middleweight,KO
4,0,2,Dan Miragliotta,1,Light Heavyweight,KO
2,0,0,Yves Lavigne,3,Lightweight,Decision
4,15,1,John McCarthy,3,Welterweight,Decision
9,0,4,Herb Dean,1,Welterweight,KO
0,0,0,Dan Miragliotta,3,Welterweight,Decision
8,0,3,John McCarthy,1,Bantamweight,TKO
2,10,4,Herb Dean,1,Middleweight,Submission
6,0,4,Dan Miragliotta,3,Lightweight,KO
4,10,7,Yves Lavigne,1,Featherweight,Submission
2,1,1,Herb Dean,3,Light Heavyweight,Decision
3,13,3,Josh Rosenthal,3,Heavyweight,Decision
6,29,5,Steve Mazzagatti,1,Heavyweight,KO
1,0,0,Kim Winslow,3,Welterweight,Decision
0,15,0,Herb Dean,2,Middleweight,TKO
5,20,6,Josh Rosenthal,3,Flyweight,Decision
1,20,7,Steve Mazzagatti,3,Light Heavyweight,Decision
1,0,2,Kim Winslow,2,Lightweight,Submission
10,11,5,Josh Rosenthal,3,Bantamweight,Decision
6,0,0,Steve Mazzagatti,3,Bantamweight,Decision
4,0,1,Josh Rosenthal,1,Lightweight,KO
6,10,2,Steve Mazzagatti,3,Featherweight,Decision
3,20,1,Herb Dean,1,Light Heavyweight,TKO
2,0,3,Chris Tognoni,3,Light Heavyweight,Decision
2,15,2,Josh Rosenthal,3,Welterweight,Decision
